Name,RT,ion
"7-Octen-4-one, 2,6-dimethyl-",18.29752,55
"7-Octen-4-one, 2,6-dimethyl-",18.29752,97
"1,3,7-Octatriene, 3,7-dimethyl-",18.29752,92
"1,3,7-Octatriene, 3,7-dimethyl-",18.29752,136
"Hexanoic acid, 3-hydroxy-, methyl ester",18.43184,71
"Hexanoic acid, 3-hydroxy-, methyl ester",18.43184,103
trans-beta-Ocimene,18.43184,92
trans-beta-Ocimene,18.43184,121
cis-Arbusculone,18.63332,81
cis-Arbusculone,18.63332,111
"5-Heptenal, 2,6-dimethyl-",18.63332,67
"5-Heptenal, 2,6-dimethyl-",18.63332,83
"3(2H)-Furanone, 4-hydroxy-5-methyl-",18.76764,114
"3(2H)-Furanone, 4-hydroxy-5-methyl-",18.76764,55
"Benzene, n-butyl-",18.76764,134
"Benzene, n-butyl-",18.76764,91
"Phenol, 2-methyl-",18.76764,107
"Phenol, 2-methyl-",18.76764,108
"3-Octen-1-ol, (Z)-",18.8348,95
"3-Octen-1-ol, (Z)-",18.8348,110
"Ethane, 1,1'-[methylenebis(thio)]bis-",18.8348,79
"Ethane, 1,1'-[methylenebis(thio)]bis-",18.8348,136
"Butanoic acid, 2-methylbutyl ester",18.90196,55
"Butanoic acid, 3-methylbutyl ester",18.90196,89
"Butanoic acid, 2-methylbutyl ester",18.90196,71
"Propanoic acid, 2-methyl-, pentyl ester",18.90196,89
"Propanoic acid, 2-methyl-, pentyl ester",18.90196,71
"Butanoic acid, 3-methylbutyl ester",18.90196,71
"Decane, 5-methyl-",18.96912,85
"Decane, 5-methyl-",18.96912,98
"3(2H)-Furanone, 4-methoxy-2,5-dimethyl-",18.96912,71
"3(2H)-Furanone, 4-methoxy-2,5-dimethyl-",18.96912,142
"2(3H)-Furanone, 5-ethyldihydro-",18.96912,70
"2(3H)-Furanone, 5-ethyldihydro-",18.96912,86
"Benzene, 1-ethyl-3,5-dimethyl-",19.03628,119
"Benzene, 1-ethyl-3,5-dimethyl-",19.03628,134
"3-Methyl-3H-1,2-dithiole",19.10344,64
"3-Methyl-3H-1,2-dithiole",19.10344,118
"Decane, 4-methyl-",19.1706,85
gamma-Terpinene,19.1706,136
"Decane, 4-methyl-",19.1706,112
"2-Octenal, (E)-",19.1706,98
"2-Octenal, (E)-",19.1706,97
gamma-Terpinene,19.1706,121
"Benzenemethanol, alpha-methyl-",19.23776,105
"Benzenemethanol, alpha-methyl-",19.23776,122
"2-Acetyl-1,4,5,6-tetrahydropyridine",19.23776,82
"2-Acetyl-1,4,5,6-tetrahydropyridine",19.23776,125
"1,5-Heptadien-4-one, 3,3,6-trimethyl-",19.30492,55
"1,5-Heptadien-4-one, 3,3,6-trimethyl-",19.30492,83
"Hexanethioic acid, S-methyl ester",19.37208,131
"Hexanethioic acid, S-methyl ester",19.37208,99
"7-Octen-2-ol, 2,6-dimethyl-",19.43924,59
"7-Octen-2-ol, 2,6-dimethyl-",19.43924,82
"Ethanone, 1-(1H-pyrrol-2-yl)-",19.43924,39
"Ethanone, 1-(1H-pyrrol-2-yl)-",19.43924,94
"Benzaldehyde, 2-methyl-",19.43924,119
"Benzaldehyde, 2-methyl-",19.43924,120
Acetophenone,19.5064,77
Acetophenone,19.5064,120
"3-Octen-1-ol, (E)-",19.57356,55
"3-Octen-1-ol, (E)-",19.57356,110
"Aniline, N-methyl-",19.57356,107
cis-Linaloloxide,19.57356,111
cis-Linaloloxide,19.57356,83
"Aniline, N-methyl-",19.57356,106
"2-Octen-1-ol, (Z)-",19.64072,81
"2-Octen-1-ol, (Z)-",19.64072,110
"2-Octen-1-ol, (E)-",19.64072,71
"2-Octen-1-ol, (E)-",19.64072,110
"Acetic acid, phenyl ester",19.64072,94
"Acetic acid, phenyl ester",19.64072,136
"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester, (Z)-",19.77504,55
"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester, (Z)-",19.77504,83
Diethyl malonate,19.77504,61
Diethyl malonate,19.77504,133
"Bicyclo[3.1.0]hexan-2-ol, 2-methyl-5-(1-methylethyl)-, (1alpha,2alpha,5alpha)-",19.8422,139
"Benzaldehyde, 3-methyl-",19.8422,120
"Benzaldehyde, 3-methyl-",19.8422,119
"Bicyclo[3.1.0]hexan-2-ol, 2-methyl-5-(1-methylethyl)-, (1alpha,2alpha,5alpha)-",19.8422,136
Furaneol,19.8422,128
"Bicyclo[3.1.0]hexan-2-ol, 2-methyl-5-(1-methylethyl)-, (1alpha,2beta,5alpha)-",19.8422,136
Furaneol,19.8422,55
"Bicyclo[3.1.0]hexan-2-ol, 2-methyl-5-(1-methylethyl)-, (1alpha,2beta,5alpha)-",19.8422,139
1-Octanol,19.90936,42
1-Octanol,19.90936,83
trans-Arbusculone,19.90936,91
trans-Arbusculone,19.90936,112
"3,5-Octadien-2-one, (E,E)-",20.04368,95
"3,5-Octadien-2-one, (E,E)-",20.04368,124
"5-Octen-1-ol, (Z)-",20.11084,110
"Benzene, 2-ethyl-1,4-dimethyl-",20.11084,134
"5-Octen-1-ol, (Z)-",20.11084,79
"2-Furanmethanol, 5-ethenyltetrahydro-alpha,alpha,5-trimethyl-, cis-",20.11084,137
"2-Furanmethanol, 5-ethenyltetrahydro-alpha,alpha,5-trimethyl-, cis-",20.11084,93
"Benzene, 2-ethyl-1,4-dimethyl-",20.11084,119
"Phenol, 3-methyl-",20.178,108
"Phenol, 3-methyl-",20.178,51
5-Isopropyl-2-methylbicyclo[3.1.0]hexan-2-ol #,20.178,139
"Cyclohexene, 4-methyl-1-(1-methylethenyl)-",20.178,136
"Cyclohexene, 4-methyl-1-(1-methylethenyl)-",20.178,93
5-Isopropyl-2-methylbicyclo[3.1.0]hexan-2-ol #,20.178,136
p-Cresol,20.31232,79
p-Cresol,20.31232,90
"Butanoic acid, pentyl ester",20.31232,70
"Butanoic acid, pentyl ester",20.31232,89
"Thiazole, 5-ethyl-2,4-dimethyl-",20.37948,127
Heptanoic acid,20.37948,73
Heptanoic acid,20.37948,70
"Thiazole, 5-ethyl-2,4-dimethyl-",20.37948,142
"2,3-Butanediol, diacetate",20.37948,72
"2,3-Butanediol, diacetate",20.37948,43
"2,3-Butanediol, diacetate",20.37948,87
"Benzaldehyde, 4-methyl-",20.44664,39
"Benzaldehyde, 4-methyl-",20.44664,120
"Formic acid, phenylmethyl ester",20.5138,90
"Formic acid, phenylmethyl ester",20.5138,136
"Benzene, 2-ethyl-1,3-dimethyl-",20.5138,39
"Benzene, 2-ethyl-1,3-dimethyl-",20.5138,134
1-Nonen-3-ol,20.5138,43
1-Nonen-3-ol,20.5138,72
Diallyl disulphide,20.58096,146
"4-Undecene, (E)-",20.58096,55
"4-Undecene, (E)-",20.58096,154
Diallyl disulphide,20.58096,113
"Pyrazine, 3-ethyl-2,5-dimethyl-",20.64812,107
"Pyrazine, 3-ethyl-2,5-dimethyl-",20.64812,136
"Benzene, 1-methyl-3-(1-methylethenyl)-",20.64812,117
"Benzene, 1-methyl-3-(1-methylethenyl)-",20.64812,132
"Pyrazine, 3-ethyl-2,5-dimethyl-",20.64812,135
"Bicyclo[2.2.1]heptan-2-one, 3,3-dimethyl-",20.71528,138
"Bicyclo[2.2.1]heptan-2-one, 3,3-dimethyl-",20.71528,65
"Pyrazine, 2,6-diethyl-",20.78244,39
"Pyrazine, 2,6-diethyl-",20.78244,54
"Pyrazine, 2,6-diethyl-",20.78244,135
2-Methyl-6-methyleneoct-7-en-4-one,20.78244,85
2-Methyl-6-methyleneoct-7-en-4-one,20.78244,152
"Pyrazine, 2-ethyl-3,5-dimethyl-",20.78244,43
"Pyrazine, 2-ethyl-3,5-dimethyl-",20.78244,135
"1,5-Heptadien-4-ol, 3,3,6-trimethyl-",20.78244,39
"1,5-Heptadien-4-ol, 3,3,6-trimethyl-",20.78244,121
"Cyclohexene, 3-methyl-6-(1-methylethylidene)-",20.91676,136
"Cyclohexene, 3-methyl-6-(1-methylethylidene)-",20.91676,65
trans-Linalool oxide (furanoid),20.91676,155
"Benzene, (2-methoxyethyl)-",20.91676,91
"Benzene, (2-methoxyethyl)-",20.91676,104
trans-Linalool oxide (furanoid),20.91676,111
"Ethane, 1,1-bis(ethylthio)-",20.98392,89
"Ethane, 1,1-bis(ethylthio)-",20.98392,150
"Cyclohexene, 1-methyl-4-(1-methylethylidene)-",21.05108,93
"Cyclohexene, 1-methyl-4-(1-methylethylidene)-",21.05108,136
4-Nonanol,21.05108,101
"2,3-Diethylpyrazine",21.05108,120
"2,3-Diethylpyrazine",21.05108,137
"2,3-Diethylpyrazine",21.05108,135
4-Nonanol,21.05108,83
"Pyrazine, tetramethyl-",21.11824,53
"Pyrazine, tetramethyl-",21.11824,54
"Pyrazine, tetramethyl-",21.11824,136
"2,3-Dimethyl-5-ethylpyrazine",21.1854,42
Ethyl 2-(5-methyl-5-vinyltetrahydrofuran-2-yl)propan-2-yl carbonate,21.1854,155
Ethyl 2-(5-methyl-5-vinyltetrahydrofuran-2-yl)propan-2-yl carbonate,21.1854,137
Bicyclo[7.1.0]decane,21.1854,96
Bicyclo[7.1.0]decane,21.1854,82
Bicyclo[7.1.0]decane,21.1854,55
"2,3-Dimethyl-5-ethylpyrazine",21.1854,135
"2,3-Dimethyl-5-ethylpyrazine",21.1854,39
3-Nonanone,21.1854,85
"Phenol, 2-methoxy-",21.1854,109
3-Nonanone,21.1854,113
"Phenol, 2-methoxy-",21.1854,124
3-Nonanone,21.1854,72
"Benzene, 1-methyl-4-(1-methylethenyl)-",21.1854,132
"Benzene, 1-methyl-4-(1-methylethenyl)-",21.1854,117
"Benzenemethanol, alpha,alpha-dimethyl-",21.1854,121
"Benzenemethanol, alpha,alpha-dimethyl-",21.1854,118
1-Undecene,21.25256,97
"3,5-Octadien-2-one",21.25256,124
"3,5-Octadien-2-one",21.25256,95
1-Undecene,21.25256,154
"Pyrazine, 2,5-diethyl-",21.25256,135
"Pyrazine, 2,5-diethyl-",21.25256,80
"Pyrazine, 2,5-diethyl-",21.25256,136
5-Nonanol,21.31972,87
5-Nonanol,21.31972,69
2-Furancarboxylic acid,21.31972,112
2-Furancarboxylic acid,21.31972,39
"Hexane, 1,1-diethoxy-",21.31972,129
"Hexane, 1,1-diethoxy-",21.31972,103
"Ethanone, 1-(2-thienyl)-",21.31972,111
2-Nonanone,21.31972,142
2-Nonanone,21.31972,71
"2H-Pyran-2-one, tetrahydro-6-methyl-",21.31972,99
"2H-Pyran-2-one, tetrahydro-6-methyl-",21.31972,43
"Ethanone, 1-(2-thienyl)-",21.31972,83
"2-Nonanone, 3-(hydroxymethyl)-",21.38688,59
"2-Nonanone, 3-(hydroxymethyl)-",21.38688,43
"2-Nonanone, 3-(hydroxymethyl)-",21.38688,58
3-Methyl-2-(2-methyl-2-butenyl)-furan,21.38688,150
3-Methyl-2-(2-methyl-2-butenyl)-furan,21.38688,135
"Hexanoic acid, propyl ester",21.45404,41
"Hexanoic acid, propyl ester",21.45404,117
"Butane, 1,1'-[ethylidenebis(oxy)]bis-",21.45404,101
"Butane, 1,1'-[ethylidenebis(oxy)]bis-",21.45404,159
"Benzoic acid, methyl ester",21.45404,50
"Benzoic acid, methyl ester",21.45404,105
"Benzoic acid, methyl ester",21.45404,106
"Benzoic acid, methyl ester",21.45404,136
"Benzeneacetaldehyde, alpha-methyl-",21.45404,106
"Benzeneacetaldehyde, alpha-methyl-",21.45404,134
"3-Oxatricyclo[4.1.1.0(2,4)]octane, 2,7,7-trimethyl-",21.5212,108
"3-Oxatricyclo[4.1.1.0(2,4)]octane, 2,7,7-trimethyl-",21.5212,83
"1,7-Octadien-3-ol, 2,6-dimethyl-",21.5212,97
"1,7-Octadien-3-ol, 2,6-dimethyl-",21.5212,71
"Furan, 2-hexyl-",21.5212,53
"Furan, 2-hexyl-",21.5212,81
3-Nonanol,21.5212,115
"Furan, 2-hexyl-",21.5212,82
3-Nonanol,21.5212,97
"2-Furanmethanol, propanoate",21.58836,154
Fenchone,21.58836,81
Fenchone,21.58836,152
"2-Furanmethanol, propanoate",21.58836,81
"2-Undecene, (E)-",21.65552,154
"Heptanoic acid, ethyl ester",21.65552,113
"2-Undecene, (E)-",21.65552,84
"7-Octen-4-ol, 2-methyl-6-methylene-, (S)-",21.65552,67
"Heptanoic acid, ethyl ester",21.65552,88
"7-Octen-4-ol, 2-methyl-6-methylene-, (S)-",21.65552,45
"Pyrazine, 2-methoxy-3-(1-methylethyl)-",21.65552,151
"Pyrazine, 2-methoxy-3-(1-methylethyl)-",21.65552,138
"7-Octen-4-ol, 2-methyl-6-methylene-, (S)-",21.65552,57
3-(Methylthio)propanoic acid ethyl ester,21.72268,103
3-(Methylthio)propanoic acid ethyl ester,21.72268,148
"Pentanoic acid, butyl ester",21.72268,57
"Pentanoic acid, butyl ester",21.72268,60
Linalool,21.78984,71
Linalool,21.78984,121
"Butanoic acid, 2-methyl-, 3-methylbutyl ester",21.92626,103
"Butanoic acid, 2-methyl-, 3-methylbutyl ester",21.92626,57
"Furan, 3-(4-methyl-3-pentenyl)-",21.92626,150
"Furan, 3-(4-methyl-3-pentenyl)-",21.92626,81
"Butanoic acid, 2-methyl-, 3-methylbutyl ester",21.92626,41
"6-Nonenal, (Z)-",21.92626,122
"6-Nonenal, (Z)-",21.92626,98
"2-Cyclohexen-1-one, 4,4-dimethyl-",21.92626,124
"2-Cyclohexen-1-one, 4,4-dimethyl-",21.92626,82
"Furan, 3-(4-methyl-3-pentenyl)-",21.92626,41
Undecane,21.962,85
Undecane,21.962,84
"3-Hexen-1-ol, propanoate, (Z)-",21.962,82
Undecane,21.962,71
"(Z,Z)-3,6-Nonadienal",21.962,123
"(Z,Z)-3,6-Nonadienal",21.962,109
"3-Hexen-1-ol, propanoate, (Z)-",21.962,39
"2-Undecene, (Z)-",21.99552,84
"2-Undecene, (Z)-",21.99552,154
2-Nonanol,21.99552,41
2-Nonanol,21.99552,45
Thujone,22.06478,81
(E)-1-Allyl-2-(prop-1-en-1-yl)disulfane,22.06478,105
(E)-1-Allyl-2-(prop-1-en-1-yl)disulfane,22.06478,146
Thujone,22.06478,110
"Decane, 2,6,8-trimethyl-",22.13404,99
"Decane, 2,6,8-trimethyl-",22.13404,41
"Butanoic acid, 3-methyl-, 3-methylbutyl ester",22.13404,103
Nonanal,22.13404,96
Nonanal,22.13404,114
"Butanoic acid, 3-methyl-, 3-methylbutyl ester",22.13404,71
"Butanoic acid, 2-methyl-, 2-methylbutyl ester",22.2033,103
"Butanoic acid, 2-methyl-, 2-methylbutyl ester",22.2033,74
(Z)-1-(Prop-1-en-1-yl)-2-propyldisulfane,22.27256,106
(Z)-1-(Prop-1-en-1-yl)-2-propyldisulfane,22.27256,148
3-Cyclohexene-1-methanol,22.27256,81
3-Cyclohexene-1-methanol,22.27256,94
"Ethanone, 1-(4,5-dihydro-2-thiazolyl)-",22.27256,43
"Ethanone, 1-(4,5-dihydro-2-thiazolyl)-",22.27256,129
"1,5,7-Octatrien-3-ol, 3,7-dimethyl-",22.34182,82
"1,5,7-Octatrien-3-ol, 3,7-dimethyl-",22.34182,39
(Z)-1-Allyl-2-(prop-1-en-1-yl)disulfane,22.34182,146
(Z)-1-Allyl-2-(prop-1-en-1-yl)disulfane,22.34182,105
"Butanoic acid, 3-methyl-, 2-methylbutyl ester",22.34182,103
"1,5,7-Octatrien-3-ol, 3,7-dimethyl-",22.34182,71
"6-Methyl-3,5-heptadiene-2-one",22.34182,124
"6-Methyl-3,5-heptadiene-2-one",22.34182,110
"Disulfide, dipropyl",22.34182,150
"Disulfide, dipropyl",22.34182,66
"Butanoic acid, 3-methyl-, 2-methylbutyl ester",22.34182,85
"2H-Pyran-3(4H)-one, 6-ethenyldihydro-2,2,6-trimethyl-",22.41108,110
"2H-Pyran-3(4H)-one, 6-ethenyldihydro-2,2,6-trimethyl-",22.41108,67
"Propanoic acid, hexyl ester",22.41108,84
"Propanoic acid, hexyl ester",22.41108,75
"Phenol, 2,6-dimethyl-",22.41108,122
"Phenol, 2,6-dimethyl-",22.41108,107
"Pentanoic acid, 3-methylbutyl ester",22.41108,57
"2,6,6-Trimethylbicyclo[3.2.0]hept-2-en-7-one",22.41108,122
"2,6,6-Trimethylbicyclo[3.2.0]hept-2-en-7-one",22.41108,91
"Pentanoic acid, 3-methylbutyl ester",22.41108,103
"2(5H)-Furanone, 3-hydroxy-4,5-dimethyl-",22.5496,128
Benzyl methyl ketone,22.5496,134
Benzyl methyl ketone,22.5496,91
"2(5H)-Furanone, 3-hydroxy-4,5-dimethyl-",22.5496,129
Maltol,22.5496,97
Maltol,22.5496,126
"6-Octen-1-yn-3-ol, 3,7-dimethyl-",22.5496,137
"6-Octen-1-yn-3-ol, 3,7-dimethyl-",22.5496,119
"2H-Pyran, tetrahydro-4-methyl-2-(2-methyl-1-propenyl)-",22.5496,154
"2H-Pyran, tetrahydro-4-methyl-2-(2-methyl-1-propenyl)-",22.5496,139
Maltol,22.5496,55
1-Octen-3-yl-acetate,22.61886,99
1-Octen-3-yl-acetate,22.61886,128
"2-Hexen-1-ol, propanoate, (E)-",22.61886,41
"2-Hexen-1-ol, propanoate, (E)-",22.61886,57
"2-Hexen-1-ol, propanoate, (E)-",22.61886,82
"p-Mentha-1,5,8-triene",22.61886,119
"p-Mentha-1,5,8-triene",22.61886,134
"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester, (E)-",22.68812,83
"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester, (E)-",22.68812,53
"2,6-Dimethyldecane",22.68812,113
"2,6-Dimethyldecane",22.68812,112
"2,6-Dimethyldecane",22.68812,85
Fenchol,22.75738,82
Fenchol,22.75738,121
"Acetic acid, heptyl ester",22.75738,69
"Acetic acid, heptyl ester",22.75738,70
"Acetic acid, heptyl ester",22.75738,98
"Formic acid, octyl ester",22.82664,84
"Formic acid, octyl ester",22.82664,112
"Bicyclo[3.1.0]hexan-3-one, 4-methyl-1-(1-methylethyl)-, [1S-(1alpha,4beta,5alpha)]-",22.82664,81
"Bicyclo[3.1.0]hexan-3-one, 4-methyl-1-(1-methylethyl)-, [1S-(1alpha,4beta,5alpha)]-",22.82664,110
"2,4-Octadienal, (E,E)-",22.8959,39
"2,4-Octadienal, (E,E)-",22.8959,124
"Benzene, 1,2,4,5-tetramethyl-",22.96516,133
"Benzene, 1,2,4,5-tetramethyl-",22.96516,134
"2-Cyclohexene-1-carboxaldehyde, 2,6,6-trimethyl-",22.96516,123
Phenylethyl Alcohol,22.96516,122
Phenylethyl Alcohol,22.96516,39
"Butanoic acid, 3-methyl-, 3-methyl-3-butenyl ester",22.96516,85
"2-Cyclohexene-1-carboxaldehyde, 2,6,6-trimethyl-",22.96516,152
"(E)-4,8-Dimethylnona-1,3,7-triene",22.96516,82
"Benzene, 1,3-diethenyl-",22.96516,129
"Benzene, 1,3-diethenyl-",22.96516,130
"Butanoic acid, 3-methyl-, 3-methyl-3-butenyl ester",22.96516,67
"(E)-4,8-Dimethylnona-1,3,7-triene",22.96516,81
"(E)-4,8-Dimethylnona-1,3,7-triene",22.96516,79
"7-Octen-2-ol, 2-methyl-6-methylene-",23.03442,79
"7-Octen-2-ol, 2-methyl-6-methylene-",23.03442,59
"Benzene, 1,2,3,5-tetramethyl-",23.03442,133
"Benzene, 1,2,3,5-tetramethyl-",23.03442,120
"1,7-Octadien-3-one, 2-methyl-6-methylene-",23.03442,122
"7-Octen-2-ol, 2-methyl-6-methylene-",23.03442,93
"Bicyclo[3.1.0]hex-3-en-2-one, 5-(1-methylethyl)-",23.03442,136
"Bicyclo[3.1.0]hex-3-en-2-one, 5-(1-methylethyl)-",23.03442,108
"1,2,4-Trithiolane",23.03442,59
"1,2,4-Trithiolane",23.03442,48
"1,7-Octadien-3-one, 2-methyl-6-methylene-",23.03442,81
5-Methyl-2-thiophenecarboxaldehyde,23.10368,39
"4-Octenoic acid, methyl ester",23.10368,156
5-Methyl-2-thiophenecarboxaldehyde,23.10368,126
(E)-1-(Prop-1-en-1-yl)-2-propyldisulfane,23.10368,106
"4-Octenoic acid, methyl ester",23.10368,124
(E)-1-(Prop-1-en-1-yl)-2-propyldisulfane,23.10368,148
"1,3,8-p-Menthatriene",23.17294,91
"1,3,8-p-Menthatriene",23.17294,134
"(1R,4R,5S)-1-Isopropyl-4-methoxy-4-methylbicyclo[3.1.0]hexane",23.2422,125
"(1R,4R,5S)-1-Isopropyl-4-methoxy-4-methylbicyclo[3.1.0]hexane",23.2422,153
Ethyl n-butyl disulphide,23.2422,41
Ethyl n-butyl disulphide,23.2422,150
"1,2-Dihydrolinalool",23.2422,123
"1,2-Dihydrolinalool",23.2422,138
"Decane, 2,4,6-trimethyl-",23.31146,127
trans-Rose oxide,23.31146,154
"Decane, 2,4,6-trimethyl-",23.31146,84
trans-Rose oxide,23.31146,85
"2,4,6-Octatriene, 3,4-dimethyl-",23.31146,105
3-Methyl-2-thiophenecarboxaldehyde,23.31146,126
3-Methyl-2-thiophenecarboxaldehyde,23.31146,97
"2,4,6-Octatriene, 3,4-dimethyl-",23.31146,137
"2-Cyclohexen-1-ol, 1-methyl-4-(1-methylethyl)-, cis-",23.38072,121
"2-Cyclohexen-1-ol, 1-methyl-4-(1-methylethyl)-, cis-",23.38072,139
"Hexanoic acid, 2-ethyl-",23.44998,88
"Hexanoic acid, 2-ethyl-",23.44998,115
"3-Octanol, acetate",23.44998,101
"3-Octanol, acetate",23.44998,112
"2-Cyclohexen-1-ol, 1-methyl-4-(1-methylethenyl)-, trans-",23.44998,134
"2-Cyclohexen-1-ol, 1-methyl-4-(1-methylethenyl)-, trans-",23.44998,137
"Bicyclo[3.1.1]hept-2-en-6-one, 2,7,7-trimethyl-",23.44998,135
"Bicyclo[3.1.1]hept-2-en-6-one, 2,7,7-trimethyl-",23.44998,150
Isophorone,23.51924,138
Isophorone,23.51924,82
"1,3-Butanediol, diacetate",23.51924,99
1-((E)-Prop-1-en-1-yl)-2-((Z)-prop-1-en-1-yl)disulfane,23.51924,146
1-((E)-Prop-1-en-1-yl)-2-((Z)-prop-1-en-1-yl)disulfane,23.51924,113
"1,3-Butanediol, diacetate",23.51924,71
"Decane, 3,7-dimethyl-",23.5885,70
"Decane, 3,7-dimethyl-",23.5885,71
"Decane, 3,7-dimethyl-",23.5885,85
alpha-Campholenal,23.5885,108
alpha-Campholenal,23.5885,152
"Octanoic acid, methyl ester",23.65776,127
"Octanoic acid, methyl ester",23.65776,115
"(2R,4R)-4-Methyl-2-(2-methylprop-1-en-1-yl)tetrahydro-2H-pyran",23.72702,85
"(2R,4R)-4-Methyl-2-(2-methylprop-1-en-1-yl)tetrahydro-2H-pyran",23.72702,154
3-Mercaptohexanol,23.86554,47
3-Mercaptohexanol,23.86554,88
"Acetic acid, 2-ethylhexyl ester",23.86554,70
"Acetic acid, 2-ethylhexyl ester",23.86554,112
"2,4,6-Octatriene, 2,6-dimethyl-, (E,Z)-",24.00406,106
"2,4,6-Octatriene, 2,6-dimethyl-, (E,Z)-",24.00406,122
"2,4,6-Octatriene, 2,6-dimethyl-",24.00406,122
"2,6-Dimethyl-1,3,5,7-octatetraene, E,E-",24.00406,120
"2,4,6-Octatriene, 2,6-dimethyl-",24.00406,93
"2,6-Dimethyl-1,3,5,7-octatetraene, E,E-",24.00406,104
"Hexanoic acid, 3-hydroxy-, ethyl ester",24.14258,45
"Hexanoic acid, 3-hydroxy-, ethyl ester",24.14258,47
"7-Oxabicyclo[4.1.0]heptane, 1-methyl-4-(1-methylethenyl)-",24.14258,79
"7-Oxabicyclo[4.1.0]heptane, 1-methyl-4-(1-methylethenyl)-",24.14258,137
n-Butyl tiglate,24.21184,141
n-Butyl tiglate,24.21184,83
2-Isobutyl-3-methylpyrazine,24.21184,135
"Limonene oxide, cis-",24.21184,137
"Limonene oxide, cis-",24.21184,77
2-Isobutyl-3-methylpyrazine,24.21184,108
"Pentanedioic acid, dimethyl ester",24.2811,87
"Pentanedioic acid, dimethyl ester",24.2811,129
"Cyclohexanecarboxylic acid, ethyl ester",24.35036,128
"Cyclohexanecarboxylic acid, ethyl ester",24.35036,156
"1-Propanone, 1-(2-pyridinyl)-",24.41962,135
"Bicyclo[3.1.1]heptan-2-one, 6,6-dimethyl-",24.41962,138
"Bicyclo[3.1.1]heptan-2-one, 6,6-dimethyl-",24.41962,123
"1-Propanone, 1-(2-pyridinyl)-",24.41962,134
4-Acetyl-1-methylcyclohexene,24.41962,95
"3-Cyclohexen-1-ol, 1-methyl-4-(1-methylethyl)-",24.41962,136
4-Acetyl-1-methylcyclohexene,24.41962,139
"3-Cyclohexen-1-ol, 1-methyl-4-(1-methylethyl)-",24.41962,139
"Limonene oxide, trans-",24.48888,81
"Limonene oxide, trans-",24.48888,108
"Bicyclo[3.1.1]heptan-3-ol, 6,6-dimethyl-2-methylene-",24.48888,53
"Bicyclo[3.1.1]heptan-3-ol, 6,6-dimethyl-2-methylene-",24.48888,134
"Bicyclo[3.1.1]heptan-2-one, 6,6-dimethyl-, (1R)-",24.55814,138
"Phenol, 2-ethyl-",24.55814,122
"Phenol, 2-ethyl-",24.55814,107
"Phenol, 2-ethyl-",24.55814,77
"Bicyclo[3.1.1]heptan-2-one, 6,6-dimethyl-, (1R)-",24.55814,109
(+)-(E)-Limonene oxide,24.55814,109
"Bicyclo[3.1.1]heptan-3-ol, 6,6-dimethyl-2-methylene-, [1S-(1alpha,3alpha,5alpha)]-",24.55814,134
"Bicyclo[3.1.1]heptan-3-ol, 6,6-dimethyl-2-methylene-, [1S-(1alpha,3alpha,5alpha)]-",24.55814,109
Methyl nicotinate,24.55814,137
Methyl nicotinate,24.55814,136
(+)-(E)-Limonene oxide,24.55814,137
"2-Cyclohexen-1-ol, 1-methyl-4-(1-methylethyl)-, trans-",24.6274,139
"2-Cyclohexen-1-ol, 1-methyl-4-(1-methylethyl)-, trans-",24.6274,154
Verbenol,24.6274,134
Verbenol,24.6274,137
"Benzene, (1-methylene-2-propenyl)-",24.6274,129
"Benzene, (1-methylene-2-propenyl)-",24.6274,130
"Decane, 4-ethyl-",24.69666,141
"Decane, 4-ethyl-",24.69666,140
3-Methylbut-2-en-1-yl pivalate,24.69666,69
3-Methylbut-2-en-1-yl pivalate,24.69666,67
3-Methylbut-2-en-1-yl pivalate,24.69666,85
"Butanoic acid, 2-methyl-, pentyl ester",24.76592,71
"Butanoic acid, 2-methyl-, pentyl ester",24.76592,87
"Trisulfide, methyl 2-propenyl",24.76592,47
"Trisulfide, methyl 2-propenyl",24.76592,64
"Bicyclo[3.1.1]hept-3-en-2-ol, 4,6,6-trimethyl-, [1S-(1alpha,2beta,5alpha)]-",24.76592,109
"Bicyclo[3.1.1]hept-3-en-2-ol, 4,6,6-trimethyl-, [1S-(1alpha,2beta,5alpha)]-",24.76592,134
"Bicyclo[2.2.1]heptan-2-one, 1,7,7-trimethyl-, (1S)-",24.76592,69
"Bicyclo[2.2.1]heptan-2-one, 1,7,7-trimethyl-, (1S)-",24.76592,152
"Disulfide, methyl (methylthio)methyl",24.83518,35
"Bicyclo[3.1.0]hexan-3-ol, 4-methylene-1-(1-methylethyl)-, [1S-(1alpha,3beta,5alpha)]-",24.83518,134
"Disulfide, methyl (methylthio)methyl",24.83518,46
Geijerene,24.83518,147
Geijerene,24.83518,94
"Bicyclo[3.1.0]hexan-3-ol, 4-methylene-1-(1-methylethyl)-, [1S-(1alpha,3beta,5alpha)]-",24.83518,95
(+)-2-Bornanone,24.90444,152
Benzyl nitrile,24.90444,116
"2,4,6-Octatriene, 2,6-dimethyl-, (E,E)-",24.90444,136
(+)-2-Bornanone,24.90444,109
"2,4,6-Octatriene, 2,6-dimethyl-, (E,E)-",24.90444,105
trans-Verbenol,24.90444,134
